MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage,MasVnrType,MasVnrArea,Electrical,GarageYrBlt,SalePrice
20,3,7100,1,1,0,3,0,0,0,12,2,2,0,2,5,7,1957,1957,1,1,14,15,3,4,1,4,4,3,2,708,6,0,108,816,1,4,1,816,0,0,816,1,0,1,0,2,1,3,5,6,0,3,5,3,1,308,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,4,44.0,2.0,0.0,0.0,43.0,129900
20,3,8923,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1953,2006,1,1,13,14,3,4,1,4,4,3,1,643,6,0,365,1008,1,2,1,1008,0,0,1008,1,0,1,0,2,1,2,6,6,0,3,1,3,1,240,5,5,2,0,18,0,0,0,0,3,4,1,0,5,2007,8,4,37.0,2.0,0.0,4.0,39.0,134500
20,3,5400,1,1,3,3,0,4,0,17,2,2,0,2,5,7,1954,2000,1,1,8,8,3,2,1,4,4,3,5,415,6,0,418,833,1,0,1,833,0,0,833,0,0,1,0,2,1,2,4,6,0,3,5,3,1,326,5,5,2,0,0,0,0,0,0,3,2,1,0,8,2006,8,4,61.0,2.0,0.0,4.0,41.0,117000
20,3,12085,1,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,2,4,2,0,4,3,2,1004,6,0,730,1734,1,0,1,1734,0,0,1734,1,0,2,0,3,1,0,7,6,1,2,1,2,3,928,5,5,2,0,0,0,0,0,0,3,4,1,0,11,2007,6,5,64.0,3.0,211.0,4.0,93.0,318000
80,3,7750,1,1,3,3,0,4,0,8,2,2,0,7,8,5,2002,2002,3,1,12,13,2,4,2,2,4,3,2,353,6,0,55,408,1,0,1,779,640,0,1419,1,0,2,1,3,1,2,7,6,1,5,3,0,2,527,5,5,2,120,0,0,0,0,0,3,4,1,0,3,2009,8,4,33.8,2.0,0.0,4.0,88.0,184100
20,3,9764,1,1,0,3,0,2,0,19,1,2,0,2,5,7,1967,2003,1,1,12,13,3,4,1,4,4,3,1,702,6,0,192,894,1,0,1,894,0,0,894,1,0,1,0,3,1,2,5,6,0,3,1,2,2,450,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2008,8,4,28.0,2.0,0.0,4.0,53.0,130000
80,3,13825,1,1,3,3,0,4,0,19,2,2,0,7,5,6,1958,1987,1,1,8,8,3,2,1,4,4,3,6,0,6,0,533,533,1,4,1,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,3,3,2,1,300,5,5,2,280,34,0,0,0,0,3,4,1,0,12,2008,8,4,56.0,2.0,0.0,4.0,44.0,140000
20,3,7560,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,1,1,3,14,3,4,1,4,4,3,3,369,6,0,671,1040,1,4,1,1040,0,0,1040,0,0,1,0,3,1,3,6,6,0,3,1,2,1,286,5,5,2,140,0,252,0,0,0,3,1,1,0,7,2006,8,4,41.0,2.0,0.0,0.0,45.0,133700
30,4,8263,1,1,3,0,0,4,1,9,2,2,0,2,6,5,1920,1950,1,1,3,3,3,4,0,4,4,3,6,0,6,0,1012,1012,1,4,1,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,2,5,3,1,308,5,5,2,0,22,112,0,0,0,3,2,1,0,5,2007,8,4,30.0,2.0,0.0,0.0,8.0,118400
20,3,10084,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,2,4,2,2,4,0,2,24,6,0,1528,1552,1,0,1,1552,0,0,1552,0,0,2,0,3,1,2,7,6,0,3,1,2,3,782,5,5,2,144,20,0,0,0,0,3,4,1,0,7,2006,6,5,55.0,1.0,128.0,4.0,91.0,212900
20,3,8926,1,1,0,3,0,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,3,4,1,4,4,3,6,0,6,0,672,672,1,0,1,960,0,0,960,0,0,1,0,3,1,3,5,6,0,3,2,3,1,288,5,5,2,64,0,0,0,160,0,3,2,1,0,10,2009,0,0,46.0,2.0,0.0,0.0,42.0,112000
20,3,9405,1,1,3,3,0,4,0,7,2,2,0,2,5,9,1947,2008,3,1,12,13,3,0,1,4,4,3,6,0,6,0,698,698,1,0,1,698,0,0,698,0,1,1,0,2,1,3,4,6,0,3,6,1,0,0,3,3,2,0,200,0,0,0,0,3,4,1,0,6,2009,8,4,21.0,2.0,0.0,4.0,75.4,118000
80,3,9125,1,1,0,3,0,4,0,8,2,2,0,7,7,5,1992,1992,1,1,6,6,3,4,2,2,4,3,6,0,6,0,384,384,1,2,1,812,670,0,1482,0,0,2,1,3,1,2,7,6,1,5,1,0,2,392,5,5,2,100,25,0,0,0,0,3,4,1,0,7,2007,8,4,47.6,1.0,112.0,4.0,78.0,163900
20,3,10434,1,1,3,3,0,4,0,12,2,2,0,2,4,5,1955,1955,1,1,9,10,3,4,1,4,4,3,6,0,6,0,1005,1005,1,4,1,1005,0,0,1005,0,0,1,0,2,1,1,5,6,1,5,5,3,2,672,1,1,2,0,0,0,0,0,0,3,4,1,0,11,2009,8,4,31.0,2.0,0.0,4.0,63.0,115000
120,3,3684,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2007,2007,3,1,12,13,2,4,2,2,4,3,6,0,6,0,1373,1373,1,0,1,1555,0,0,1555,0,0,2,0,2,1,2,7,6,1,5,1,0,3,660,5,5,2,143,20,0,0,0,0,3,4,1,0,6,2009,8,4,24.0,1.0,80.0,4.0,93.0,174000
20,3,14572,1,1,2,3,0,0,0,8,2,2,0,2,7,5,2004,2004,3,1,12,13,2,4,2,2,4,0,2,1300,6,0,230,1530,1,0,1,1530,0,0,1530,1,0,2,0,3,1,2,7,6,1,2,1,0,3,630,5,5,2,144,36,0,0,0,0,3,4,1,0,11,2007,8,3,108.0,2.0,0.0,4.0,90.0,259000
60,3,11796,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,2,4,2,2,4,0,6,0,6,0,847,847,1,0,1,847,1112,0,1959,0,0,2,1,4,1,2,8,6,1,2,3,0,2,434,5,5,2,100,48,0,0,0,0,3,4,1,0,7,2007,8,4,30.0,2.0,0.0,4.0,90.0,215000
90,4,7200,1,0,3,3,0,4,0,17,2,2,2,6,5,5,1980,1980,1,1,8,8,3,4,1,2,4,1,2,936,6,0,0,936,1,4,1,936,0,0,936,1,0,1,0,2,1,3,4,6,0,3,5,3,2,672,5,5,2,49,0,0,0,0,0,3,4,1,0,8,2007,8,4,31.0,1.0,119.0,4.0,66.0,140000
50,3,7804,1,1,3,3,0,4,0,18,2,2,0,0,4,3,1928,1950,1,1,14,10,3,4,0,4,4,3,1,622,6,0,500,1122,1,4,1,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,5,5,3,2,576,5,5,2,431,44,0,0,0,0,3,2,1,0,12,2009,8,4,36.0,2.0,0.0,4.0,67.0,135000
20,3,10712,1,1,3,3,0,4,0,11,2,2,0,2,5,5,1991,1992,1,1,6,6,3,4,2,2,4,2,1,212,6,0,762,974,1,4,1,974,0,0,974,0,0,1,0,3,1,3,5,6,0,3,6,1,0,0,3,3,2,0,28,0,0,0,0,3,2,1,0,9,2007,7,0,34.0,2.0,0.0,4.0,59.2,93500
70,4,9900,1,1,3,3,0,4,0,17,2,2,0,5,6,4,1880,1950,1,1,13,14,3,4,0,4,4,2,6,0,6,0,1008,1008,2,4,1,1178,1032,0,2210,0,0,2,0,5,1,1,8,6,0,3,5,3,1,205,1,5,0,0,48,0,0,0,0,3,4,1,0,5,2007,8,4,61.0,2.0,0.0,4.0,18.0,117500
60,3,9828,1,1,0,3,0,4,0,20,2,2,0,5,8,5,1995,1995,1,1,12,13,2,4,2,2,4,3,2,584,6,0,544,1128,1,0,1,1142,878,0,2020,0,0,2,1,3,1,2,8,6,1,5,1,2,2,466,5,5,2,0,155,0,0,0,0,3,4,1,0,6,2009,8,4,51.0,2.0,0.0,4.0,81.0,239500
60,3,8773,1,1,0,1,0,4,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,3,4,2,2,4,0,6,0,6,0,916,916,1,2,1,916,684,0,1600,0,0,2,1,3,1,3,7,6,1,5,1,0,2,460,5,5,2,100,38,0,0,0,0,3,4,1,0,8,2007,8,4,28.0,2.0,0.0,4.0,83.0,169000
30,4,6180,1,1,3,3,0,0,0,3,2,2,0,2,6,5,1926,1950,1,1,13,14,3,4,0,4,4,3,6,0,6,0,960,960,1,4,0,986,0,0,986,0,0,1,0,2,1,3,5,6,1,2,5,3,1,180,5,5,2,0,128,0,0,0,0,3,4,1,0,5,2007,8,4,31.0,2.0,0.0,4.0,14.0,102000
50,3,9600,1,1,3,3,0,4,0,12,2,2,0,0,6,5,1950,1950,1,1,12,13,3,4,1,4,4,3,1,280,6,0,752,1032,1,4,1,1032,220,0,1252,0,0,1,0,3,1,3,6,6,0,3,1,3,1,288,5,5,2,0,0,96,0,0,0,3,4,1,0,4,2008,8,0,51.0,2.0,0.0,0.0,36.0,119000
50,3,6342,1,1,3,3,0,4,0,19,1,2,0,0,5,8,1875,1996,1,1,12,13,3,2,1,4,4,3,6,0,6,0,780,780,1,2,0,780,240,0,1020,0,0,1,0,2,1,3,6,6,0,3,6,1,0,0,3,3,0,0,0,176,0,0,0,3,4,1,0,5,2010,8,4,25.0,2.0,0.0,4.0,74.6,94000
20,3,9819,1,1,0,3,0,4,1,11,2,2,0,2,6,5,1977,1977,1,1,9,7,3,4,2,4,4,1,0,1567,6,0,0,1567,1,4,1,1567,0,0,1567,1,0,2,0,2,1,2,5,6,2,5,1,2,2,714,5,5,2,264,32,0,0,0,0,3,4,1,0,5,2009,8,4,29.8,2.0,0.0,4.0,63.0,196000
30,3,8731,1,1,0,3,0,4,0,3,2,2,0,2,5,5,1920,1950,1,1,11,12,3,1,0,4,4,3,1,645,6,0,270,915,1,4,1,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,2,5,3,2,495,5,5,2,0,0,216,0,126,0,3,4,1,0,5,2007,8,4,69.0,2.0,0.0,4.0,58.0,144000
20,3,7350,1,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,3,4,1,4,4,2,0,852,6,0,100,952,1,4,1,952,0,0,952,1,0,1,0,2,1,3,4,6,0,3,5,3,2,840,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2008,0,0,31.0,2.0,0.0,4.0,74.0,139000
60,3,10304,1,1,0,3,0,1,0,14,4,2,0,5,5,7,1976,1976,1,1,9,10,3,2,1,4,4,3,0,381,6,0,399,780,1,0,1,1088,780,0,1868,1,0,2,1,4,1,2,9,6,1,5,1,3,2,484,5,5,2,448,96,0,0,0,0,3,4,1,0,10,2009,8,4,47.2,1.0,19.0,4.0,62.0,197500
60,3,9965,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2007,3,1,12,13,2,4,2,0,4,1,2,1150,6,0,316,1466,1,0,1,1466,1362,0,2828,1,0,3,0,4,1,2,11,6,1,5,3,2,3,1052,5,5,2,125,144,0,0,0,0,3,4,1,0,4,2007,6,5,48.0,3.0,217.0,4.0,92.0,424870
20,3,9000,1,1,3,3,0,4,0,19,2,2,0,2,5,3,1959,1959,1,1,13,10,3,4,1,4,4,3,2,288,6,0,718,1006,1,4,1,1006,0,0,1006,0,0,1,0,3,1,3,5,6,0,3,6,1,0,0,3,3,2,0,24,0,0,0,0,3,4,1,0,7,2008,8,4,51.0,2.0,0.0,4.0,56.4,80000
190,3,12180,1,1,3,3,0,4,0,7,2,2,1,0,4,4,1941,1950,1,1,8,8,3,1,0,2,4,3,1,348,6,0,324,672,3,1,0,672,252,0,924,1,0,1,0,2,1,1,5,6,0,3,5,3,1,280,5,5,2,0,0,0,0,0,0,3,2,1,0,7,2010,8,4,31.0,2.0,0.0,0.0,29.0,80000
50,4,6240,1,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,3,4,0,4,4,3,6,0,6,0,1042,1042,1,0,1,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,2,5,3,1,225,5,5,2,0,0,0,0,0,0,3,4,1,0,8,2006,8,3,23.0,2.0,0.0,4.0,16.0,149000
20,3,11200,1,1,3,3,0,4,0,20,2,2,0,2,6,5,1985,1985,1,1,13,15,2,4,1,2,4,3,2,1258,6,0,40,1298,1,4,1,1298,0,0,1298,1,0,2,0,3,1,2,5,6,1,5,1,3,2,403,5,5,2,165,26,0,0,0,0,3,4,1,0,5,2006,8,4,43.4,1.0,45.0,4.0,71.0,180000
70,3,12000,1,1,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,3,4,1,4,4,3,5,275,6,0,429,704,1,0,1,860,704,0,1564,0,0,1,1,3,1,1,7,6,1,2,1,3,1,234,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2009,8,4,46.0,2.0,0.0,4.0,29.0,174500
50,4,5700,1,1,3,3,0,4,0,17,2,2,0,0,7,7,1926,1950,1,1,13,14,3,4,2,4,4,3,6,0,6,0,572,572,1,4,1,572,539,0,1111,0,0,1,0,2,1,3,5,6,1,2,5,3,1,288,5,5,2,0,0,176,0,0,0,3,4,1,0,8,2008,8,4,34.4,2.0,0.0,4.0,68.0,116900
70,4,9000,1,1,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,3,2,2,4,4,3,0,624,6,0,26,650,1,0,1,832,650,0,1482,0,1,1,0,3,1,3,7,6,0,3,5,3,2,324,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2009,8,4,21.0,2.0,0.0,4.0,18.0,143000
20,3,8280,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1950,1950,1,1,3,3,3,4,1,4,4,3,6,0,6,0,932,932,1,0,1,932,0,0,932,0,0,1,0,2,1,2,4,6,1,2,1,3,1,306,5,5,2,0,0,214,0,0,0,3,0,1,0,11,2007,8,4,28.0,2.0,0.0,0.0,36.0,124000
20,3,17755,1,1,3,3,0,4,0,7,2,2,0,2,5,4,1959,1959,1,1,6,10,3,4,1,4,4,3,1,176,6,0,1290,1466,1,4,1,1466,0,0,1466,0,0,1,1,3,1,1,6,6,2,2,1,0,2,528,5,5,2,0,140,0,0,100,0,3,4,1,0,11,2006,8,4,95.0,1.0,81.0,4.0,45.0,149900
20,3,14115,1,1,0,3,0,4,0,6,2,2,0,2,6,7,1956,2004,1,1,10,11,3,4,2,4,4,3,0,296,2,547,230,1073,1,0,1,1811,0,0,1811,0,0,1,0,2,1,0,6,6,1,2,1,0,2,470,5,5,2,0,0,280,0,0,0,3,4,1,0,7,2006,8,0,61.0,2.0,0.0,4.0,42.0,230000
30,4,5890,1,1,3,3,0,0,0,9,2,2,0,2,6,8,1930,2007,1,1,13,14,2,2,0,4,4,0,0,538,6,0,278,816,1,0,1,816,0,0,816,0,0,1,0,2,1,3,5,6,0,3,5,3,1,432,5,5,2,0,0,96,0,0,0,3,4,1,0,6,2008,8,4,33.8,2.0,0.0,4.0,88.0,120500
60,3,13700,1,1,0,3,0,4,0,12,2,2,0,5,7,6,1965,1988,1,1,12,13,3,4,1,4,4,1,0,454,6,0,410,864,1,4,1,902,918,0,1820,0,0,1,2,4,1,2,8,6,2,2,1,3,2,492,5,5,2,60,84,0,0,273,0,3,0,1,0,5,2008,8,4,28.4,3.0,188.0,4.0,51.0,201800
20,3,10768,1,1,0,3,0,0,0,24,2,2,0,2,5,8,1976,2004,1,1,9,10,2,2,1,2,4,1,0,1157,6,0,280,1437,1,4,1,1437,0,0,1437,1,0,2,0,3,1,2,6,6,1,1,1,2,2,528,5,5,2,0,21,0,0,180,0,3,4,1,0,7,2007,8,4,61.0,2.0,0.0,4.0,62.0,218000
80,3,9350,1,1,3,3,0,4,0,12,2,2,0,7,5,8,1965,1999,1,1,3,3,3,2,2,4,4,1,0,633,6,0,586,1219,1,2,1,1265,0,0,1265,0,1,2,0,3,1,2,6,6,1,2,1,2,2,502,5,5,2,0,92,0,96,0,0,3,2,1,0,10,2008,8,4,56.0,2.0,0.0,4.0,51.0,179900
120,3,5001,1,1,0,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,2,4,2,2,4,3,2,904,6,0,410,1314,1,0,1,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,2,1,2,2,626,5,5,2,172,62,0,0,0,0,3,4,1,0,7,2009,8,4,5.0,3.0,108.0,4.0,94.0,230000
20,3,11932,1,1,3,3,0,2,0,21,1,2,0,2,8,5,2007,2008,1,1,12,13,2,4,2,2,4,3,6,0,6,0,1580,1580,1,0,1,1580,0,0,1580,0,0,2,0,3,1,2,7,6,0,3,1,2,3,830,5,5,2,0,24,0,0,0,0,3,4,1,0,6,2008,3,5,63.0,3.0,123.0,4.0,94.0,235128
60,3,9120,1,1,3,3,0,4,0,14,2,2,0,5,6,6,1974,1974,3,1,6,6,2,4,1,4,4,3,0,442,6,0,459,901,1,4,1,943,933,0,1876,0,0,2,1,4,1,2,8,6,1,5,1,2,2,540,2,5,2,0,69,0,0,0,0,3,4,1,0,7,2008,8,4,47.0,1.0,177.0,4.0,60.0,185000
160,3,2280,1,1,3,3,0,4,0,13,2,2,3,5,6,5,1978,1978,1,1,9,2,3,4,1,2,4,3,0,311,6,0,544,855,1,1,1,855,601,0,1456,0,0,2,1,3,1,3,7,6,1,5,1,3,2,440,5,5,2,26,0,0,0,0,0,3,4,1,0,7,2010,8,4,1.0,2.0,0.0,4.0,64.0,146000
20,3,14778,1,1,0,2,0,1,0,6,4,2,0,2,6,7,1954,2006,3,1,6,6,2,4,1,4,4,3,1,728,6,0,568,1296,1,0,1,1640,0,0,1640,1,0,1,0,3,1,2,7,6,1,2,5,3,2,924,5,5,2,108,0,0,216,0,0,3,4,1,0,11,2008,8,4,37.6,1.0,37.0,4.0,79.0,224000
20,3,8724,1,1,3,3,0,4,0,19,2,2,0,2,5,5,1968,1968,1,1,12,13,3,4,1,2,4,3,1,492,6,0,402,894,1,2,1,894,0,0,894,0,0,1,0,3,1,3,5,6,1,4,1,0,2,450,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2007,8,4,80.0,2.0,0.0,4.0,54.0,129000
90,3,12900,1,1,3,3,0,4,0,19,1,2,2,6,4,4,1969,1969,1,1,9,10,3,4,1,2,4,0,2,1198,6,0,0,1198,1,4,1,1258,0,0,1258,2,0,0,2,0,2,3,6,6,0,3,4,3,2,400,1,5,2,120,0,0,0,0,0,3,4,1,0,1,2008,8,2,31.0,2.0,0.0,4.0,55.0,108959
80,3,16157,1,1,0,3,0,2,0,24,1,2,0,7,5,7,1978,1978,1,1,9,10,3,4,2,2,4,1,0,680,5,391,289,1360,1,0,1,1432,0,0,1432,1,0,1,1,2,1,2,5,6,1,5,1,3,2,588,5,5,2,168,180,0,0,0,0,3,4,1,0,6,2007,8,4,27.8,2.0,0.0,4.0,64.0,194000
20,3,9541,1,1,0,3,0,4,0,16,2,2,0,2,7,5,2009,2009,1,1,12,13,2,4,2,2,4,3,6,0,6,0,1502,1502,1,0,1,1502,0,0,1502,0,0,2,0,3,1,2,7,6,0,3,1,2,2,644,5,5,2,0,114,0,0,0,0,3,4,1,0,9,2009,6,5,50.0,3.0,176.0,4.0,95.0,233170
20,3,10475,1,1,0,3,0,0,0,5,2,2,0,2,8,5,2008,2008,1,1,12,13,2,4,2,2,4,0,6,0,6,0,1694,1694,1,0,1,1694,0,0,1694,0,0,2,0,3,1,2,7,6,0,3,1,2,3,776,5,5,2,160,33,0,0,0,0,3,4,1,0,2,2010,8,4,35.0,3.0,37.0,4.0,94.0,245350
60,3,10852,1,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,3,4,2,2,4,3,2,786,6,0,173,959,1,0,1,959,712,0,1671,1,0,2,1,3,1,3,7,6,1,5,1,0,2,472,5,5,2,0,38,0,0,0,0,3,4,1,0,2,2006,8,4,29.0,2.0,0.0,4.0,86.0,173000
70,3,13728,1,1,3,3,0,0,0,7,2,2,0,5,6,7,1935,1986,3,1,11,12,3,4,1,4,4,3,5,626,6,0,501,1127,1,0,1,1236,872,0,2108,0,0,2,0,4,1,2,7,6,2,5,2,3,2,540,5,5,2,0,0,0,0,90,0,3,4,1,0,7,2008,8,4,88.0,2.0,0.0,4.0,23.0,235000
60,3,35760,1,1,0,3,0,1,0,15,2,2,0,5,10,5,1995,1996,3,1,6,6,2,2,2,0,4,1,2,1387,6,0,543,1930,1,0,1,1831,1796,0,3627,1,0,3,1,4,1,2,10,6,1,5,1,0,3,807,5,5,2,361,76,0,0,0,0,3,4,1,0,7,2006,8,4,87.0,1.0,325.0,4.0,81.0,625000
80,3,9880,1,1,3,3,0,4,0,11,2,2,0,7,6,6,1977,1977,1,1,9,10,3,4,1,4,4,0,0,522,6,0,574,1096,1,4,1,1118,0,0,1118,1,0,1,0,3,1,3,6,6,1,4,1,0,1,358,5,5,2,203,0,0,0,0,576,2,0,1,0,7,2008,8,4,47.0,2.0,0.0,4.0,63.0,171000
20,3,9120,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,3,1,8,8,3,4,1,4,4,3,0,662,6,0,599,1261,1,0,1,1261,0,0,1261,1,0,1,0,3,1,3,6,6,1,5,1,2,2,433,5,5,2,0,0,0,0,288,0,3,4,3,1400,11,2008,8,4,47.0,2.0,0.0,4.0,44.0,163000
160,1,4017,1,2,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,8,8,2,4,2,2,4,3,6,0,6,0,625,625,1,0,1,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,3,5,0,2,625,5,5,2,0,54,0,0,0,0,3,4,1,0,3,2008,8,4,6.0,2.0,0.0,4.0,92.0,171900
50,3,18030,1,1,0,0,0,4,0,4,2,2,0,0,5,6,1946,1994,1,1,8,8,3,4,1,4,4,3,5,152,1,469,977,1598,1,4,1,1636,971,479,3086,0,0,3,0,3,1,0,12,0,1,2,6,1,0,0,3,3,2,122,0,0,0,0,0,3,2,1,0,3,2007,8,4,97.0,2.0,0.0,4.0,67.4,200500
70,3,16560,1,1,0,3,0,4,0,6,2,2,0,5,6,8,1932,1950,1,1,13,14,3,4,0,2,4,3,5,503,6,0,449,952,1,4,1,1170,1175,0,2345,0,0,2,1,4,1,3,9,6,1,2,5,3,2,360,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,4,51.0,2.0,0.0,4.0,20.0,239000
50,3,10678,1,1,3,3,0,4,0,15,2,2,0,0,8,5,1992,2000,3,1,6,6,2,4,2,2,4,3,2,700,6,0,983,1683,1,0,1,2129,743,0,2872,0,0,2,1,4,1,2,9,6,1,5,1,0,2,541,5,5,2,0,33,0,0,0,0,3,4,1,0,4,2007,8,4,56.0,1.0,215.0,4.0,78.0,285000
20,3,6951,1,1,0,3,0,1,0,11,2,2,0,2,5,5,1984,1985,1,1,6,10,3,4,1,4,4,3,0,658,6,0,218,876,1,4,1,923,0,0,923,1,0,1,0,3,1,3,5,6,0,3,1,3,1,264,5,5,2,362,0,0,0,0,0,3,2,1,0,10,2008,8,4,8.0,2.0,0.0,4.0,70.0,119500
50,4,3950,1,0,3,0,0,4,0,17,0,2,0,0,6,8,1926,2004,1,1,8,8,3,4,1,4,4,3,5,468,6,0,350,818,1,4,1,818,406,0,1224,0,0,1,0,3,1,3,5,6,0,3,5,3,1,210,5,5,0,0,0,116,0,0,0,3,4,1,0,12,2009,8,4,30.2,2.0,0.0,4.0,14.0,115000
50,3,7681,1,1,0,3,0,2,0,6,2,2,0,0,5,6,1921,1950,1,1,13,14,3,4,0,4,4,3,6,0,6,0,731,731,1,0,1,820,523,0,1343,0,0,1,1,3,1,3,7,6,1,2,5,3,1,186,1,5,2,192,0,102,0,0,0,3,4,1,0,7,2009,8,4,25.0,2.0,0.0,4.0,9.0,154900
20,3,8335,1,1,3,3,0,0,0,7,2,2,0,2,5,5,1954,1954,1,1,13,14,3,4,3,3,2,4,4,0,4,0,0,0,1,2,1,1124,0,0,1124,0,0,1,0,3,1,3,5,3,1,2,6,1,0,0,3,3,0,0,36,190,0,0,0,3,4,1,0,4,2006,8,4,48.0,2.0,0.0,4.0,65.6,93000
60,3,11170,1,1,1,3,0,0,0,23,2,2,0,5,7,5,1990,1991,1,1,8,8,3,4,5,2,4,3,3,1216,6,0,0,1216,1,0,1,1298,1216,0,2514,0,0,2,1,4,1,3,8,6,0,3,1,0,2,693,5,5,2,0,0,0,0,0,0,3,0,1,0,4,2006,8,4,38.8,2.0,0.0,4.0,76.0,250000
120,4,5587,1,1,0,1,0,4,1,6,2,2,4,2,8,5,2008,2008,3,1,5,5,0,4,2,0,4,1,2,1480,6,0,120,1600,1,0,1,1652,0,0,1652,1,1,2,0,2,1,2,5,6,1,2,1,0,2,482,5,5,2,162,53,0,153,0,0,3,4,1,0,11,2008,6,5,35.0,3.0,123.0,4.0,94.0,392500
60,3,15623,1,1,0,3,0,0,0,15,2,2,0,5,10,5,1996,1996,3,1,13,7,2,4,2,0,4,0,2,2096,6,0,300,2396,1,0,1,2411,2065,0,4476,1,0,3,1,4,1,0,10,6,2,5,1,0,3,813,5,5,2,171,78,0,0,0,555,0,2,1,0,7,2007,8,0,105.0,2.0,0.0,4.0,82.0,745000
30,3,10800,1,0,3,3,0,4,0,17,2,2,0,2,5,6,1920,1950,3,1,11,12,3,4,0,4,4,3,5,821,6,0,299,1120,1,0,1,1130,0,0,1130,1,0,1,0,2,1,3,5,6,1,2,5,3,2,720,5,5,2,229,0,0,0,0,0,3,4,1,0,6,2006,8,4,31.0,2.0,0.0,4.0,56.0,120000
20,3,35133,0,1,3,3,0,4,1,23,2,2,0,2,5,4,1963,1963,3,1,8,8,3,4,1,4,4,1,5,1159,6,0,413,1572,1,2,1,1572,0,0,1572,1,0,1,1,3,1,3,5,6,2,5,0,2,3,995,5,5,2,0,263,0,0,263,0,3,4,1,0,5,2007,8,4,21.0,1.0,148.0,4.0,49.0,186700
50,3,9738,1,1,3,3,0,4,0,7,2,2,0,0,5,7,1924,1950,1,1,0,0,3,2,0,4,4,3,1,392,6,0,392,784,1,2,1,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,3,1,3,1,392,5,5,2,0,0,236,0,0,0,3,4,1,0,3,2006,8,4,31.0,2.0,0.0,4.0,51.0,104900
190,3,10615,1,1,0,0,0,0,1,17,0,0,1,5,3,5,1900,1970,1,1,6,6,3,4,1,1,4,2,1,440,6,0,538,978,1,4,1,1014,685,0,1699,1,0,2,0,3,2,3,7,6,0,3,4,3,2,420,1,1,2,0,74,0,0,0,0,3,4,1,0,8,2009,8,0,78.0,2.0,0.0,4.0,8.0,95000
